Name,Date,in2002,in2003,out2002,out2003,none,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
i0201b.png,,y,,,,,,,,,,,,,,,,583,485,C-Rubble,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201b.png,,y,,,,,,,,,,,,,,,,521,1069,C-Rubble,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201b.png,,y,,,,,,,,,,,,,,,,768,618,C-Rubble,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201b.png,,y,,,,,,,,,,,,,,,,757,745,C-Rubble,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201b.png,,y,,,,,,,,,,,,,,,,763,1064,Pavona,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201b.png,,y,,,,,,,,,,,,,,,,728,1084,Pavona,TITlyf,2020-09-13 15:52:18+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,123,149,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,47,326,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,184,632,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,131,953,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,196,1111,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,310,97,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,262,318,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,327,623,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,289,709,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,266,629,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,356,641,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,336,516,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,256,977,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,554,270,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,469,694,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,527,910,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,796,207,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,718,303,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,617,653,C-Rubble,TITlyf,2020-09-13 15:57:24+00:00,,,,,,,,,,
i0201c.png,,y,,,,,,,,,,,,,,,,883,1001,Pavona,TITlyf,2020-09-14 01:15:02+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,99,680,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,197,529,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,58,469,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,121,934,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,223,217,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,299,41,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,272,622,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,353,870,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,409,372,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,563,308,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,496,726,Sand,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,591,936,Pavona,TITlyf,2020-09-13 16:29:10+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,480,970,Pavona,TITlyf,2020-09-13 16:29:10+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,651,456,Dark,TITlyf,2020-09-14 01:15:59+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,630,376,Pavona,TITlyf,2020-09-13 16:29:10+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,670,417,Pavona,TITlyf,2020-09-13 16:29:10+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,633,648,C-Rubble,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,634,870,D_coral,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,734,1045,D_coral,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0201d.png,,y,,,,,,,,,,,,,,,,646,963,D_coral,TITlyf,2020-09-13 15:59:56+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,14,458,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,7,484,BAD,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,157,899,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,22,1010,Pavona,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,190,257,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,317,530,Pavona,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,221,560,Pavona,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,315,747,Pavona,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,317,921,Pavona,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,487,883,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,488,942,C-Rubble,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,391,1006,C-Rubble,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,513,611,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,495,700,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,575,1017,Dark,TITlyf,2020-09-14 01:18:10+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,701,72,Pavona,TITlyf,2020-09-13 16:28:33+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,693,599,Pavona,TITlyf,2020-09-14 01:18:27+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,660,818,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,674,799,Acropora,TITlyf,2020-09-13 16:09:20+00:00,,,,,,,,,,
i0202a.png,,y,,,,,,,,,,,,,,,,783,949,Pavona,TITlyf,2020-09-13 16:28:33+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,170,329,Sand,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,7,477,BAD,TITlyf,2020-09-13 16:14:12+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,168,886,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,80,972,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,61,976,BAD,TITlyf,2020-09-13 16:14:12+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,256,932,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,350,66,Sand,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,401,19,Sand,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,411,529,Acropora,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,393,840,C-Rubble,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,466,954,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,366,945,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,610,424,Acropora,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,537,640,Acropora,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,609,556,Acropora,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,676,579,Acropora,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,742,819,Pavona,TITlyf,2020-09-13 16:14:12+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,793,984,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,711,917,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202b.png,,y,,,,,,,,,,,,,,,,808,985,Algae,TITlyf,2020-09-13 16:15:23+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,317,200,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,410,30,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,207,744,Acropora,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,290,1027,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,275,1116,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,478,213,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,547,50,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,432,641,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,529,707,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,742,77,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,774,161,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,733,375,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,721,824,Pavona,TITlyf,2020-09-13 16:27:22+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,997,236,BAD,TITlyf,2020-09-13 16:27:22+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,955,401,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,838,429,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,875,260,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,937,642,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,983,686,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202c.png,,y,,,,,,,,,,,,,,,,962,700,Pavona,TITlyf,2020-09-13 16:26:58+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,101,222,Acropora,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,264,212,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,249,78,Sand,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,376,349,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,345,1012,Algae,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,349,1038,Algae,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,519,215,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,556,213,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,582,405,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,414,450,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,553,290,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,559,1034,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,709,403,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,978,182,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,874,34,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,945,504,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,979,488,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,985,801,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,984,839,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0202d.png,,y,,,,,,,,,,,,,,,,877,945,Pavona,TITlyf,2020-09-13 16:32:51+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,68,12,BAD,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,67,258,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,33,426,Acropora,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,41,322,Pavona,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,140,475,Acropora,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,32,832,Pavona,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,160,984,Pavona,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,98,899,Pavona,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,285,380,Sand,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,236,501,C-Rubble,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,266,773,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,173,1063,Pavona,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,363,50,C-Rubble,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,391,310,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,458,993,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,590,208,Dark,TITlyf,2020-09-14 01:19:39+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,596,559,Acropora,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,506,539,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,522,874,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203a.png,,y,,,,,,,,,,,,,,,,535,1063,Algae,TITlyf,2020-09-13 16:35:42+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,81,673,Pavona,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,19,1095,BAD,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,30,1044,Pavona,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,165,251,Acropora,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,216,308,Acropora,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,161,308,Acropora,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,206,560,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,239,810,Pavona,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,419,655,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,429,832,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,347,1099,Pavona,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,320,1074,Pavona,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,563,120,Algae,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,481,16,Algae,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,588,716,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,572,1135,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,456,1098,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,752,373,Monti,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,623,237,Acropora,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203b.png,,y,,,,,,,,,,,,,,,,631,539,Algae,TITlyf,2020-09-13 16:39:50+00:00,,,,,,,,,,
i0203c.png,,y,,,,,,,,,,,,,,,,53,306,Acropora,TITlyf,2020-09-13 16:42:32+00:00,,,,,,,,,,
