Name,Row,Column,Label,
i0202c.png,997,236,BAD,
i0202c.png,955,401,Pavona,
i0202c.png,838,429,Pavona,
i0202c.png,875,260,Pavona,
i0202c.png,937,642,Pavona,
i0202c.png,983,686,Pavona,
i0202c.png,962,700,Pavona,
i0202d.png,101,222,Acropora,
i0202d.png,264,212,Pavona,
i0202d.png,249,78,Sand,
i0202d.png,376,349,Pavona,
i0202d.png,345,1012,Algae,
i0202d.png,349,1038,Algae,
i0202d.png,519,215,Pavona,
i0202d.png,556,213,Pavona,
i0202d.png,582,405,Pavona,
i0202d.png,414,450,Pavona,
i0202d.png,553,290,Pavona,
i0202d.png,559,1034,Pavona,
i0202d.png,709,403,Pavona,
i0202d.png,978,182,Pavona,
i0202d.png,874,34,Pavona,
i0202d.png,945,504,Pavona,
i0202d.png,979,488,Pavona,
i0202d.png,985,801,Pavona,
i0202d.png,984,839,Pavona,
i0202d.png,877,945,Pavona,
i0203a.png,68,12,BAD,
i0203a.png,67,258,Algae,
i0203a.png,33,426,Acropora,
i0203a.png,41,322,Pavona,
i0203a.png,140,475,Acropora,
i0203a.png,32,832,Pavona,
i0203a.png,160,984,Pavona,
i0203a.png,98,899,Pavona,
i0203a.png,285,380,Sand,
i0203a.png,236,501,C-Rubble,
i0203a.png,266,773,Algae,
i0203a.png,173,1063,Pavona,
i0203a.png,363,50,C-Rubble,
i0203a.png,391,310,Algae,
i0203a.png,458,993,Algae,
i0203a.png,590,208,Dark,
i0203a.png,596,559,Acropora,
i0203a.png,506,539,Algae,
i0203a.png,522,874,Algae,
i0203a.png,535,1063,Algae,
i0203b.png,81,673,Pavona,
i0203b.png,19,1095,BAD,
i0203b.png,30,1044,Pavona,
i0203b.png,165,251,Acropora,
i0203b.png,216,308,Acropora,
i0203b.png,161,308,Acropora,
i0203b.png,206,560,Monti,
i0203b.png,239,810,Pavona,
i0203b.png,419,655,Monti,
i0203b.png,429,832,Monti,
i0203b.png,347,1099,Pavona,
i0203b.png,320,1074,Pavona,
i0203b.png,563,120,Algae,
i0203b.png,481,16,Algae,
i0203b.png,588,716,Monti,
i0203b.png,572,1135,Monti,
i0203b.png,456,1098,Monti,
i0203b.png,752,373,Monti,
i0203b.png,623,237,Acropora,
i0203b.png,631,539,Algae,
i0203c.png,53,306,Acropora,
i0203c.png,22,884,Algae,
i0203c.png,296,47,Algae,
i0203c.png,214,409,Algae,
i0203c.png,251,760,Monti,
i0203c.png,210,684,Monti,
i0203c.png,436,153,Algae,
i0203c.png,498,343,Algae,
i0203c.png,484,638,Acropora,
i0203c.png,543,654,Acropora,
i0203c.png,490,1030,Algae,
i0203c.png,411,1064,Algae,
i0203c.png,705,111,Dark,
i0203c.png,750,396,Acropora,
i0203c.png,627,400,Algae,
i0203c.png,608,420,Algae,
i0203c.png,721,565,Algae,
i0203c.png,914,169,Acropora,
i0203c.png,874,331,Acropora,
i0203c.png,846,593,Algae,
i0203d.png,5,13,C-Rubble,
i0203d.png,146,19,Algae,
i0203d.png,153,85,Algae,
i0203d.png,139,421,Algae,
i0203d.png,80,580,Algae,
i0203d.png,79,943,Algae,
i0203d.png,196,440,Monti,
i0203d.png,280,643,Monti,
i0203d.png,225,1092,Algae,
i0203d.png,529,178,Acropora,
i0203d.png,401,196,Acropora,
i0203d.png,553,411,Acropora,
i0203d.png,422,449,Monti,
i0203d.png,474,855,Algae,
i0203d.png,443,926,Algae,
i0203d.png,649,400,Acropora,
i0203d.png,692,332,Acropora,
i0203d.png,877,309,Algae,
i0203d.png,777,1133,Algae,
i0203d.png,851,1038,Algae,
i0204a.png,84,175,Pavona,
i0204a.png,39,342,Pavona,
i0204a.png,120,329,Pavona,
i0204a.png,15,432,BAD,
i0204a.png,260,390,Acropora,
i0204a.png,340,154,Acropora,
i0204a.png,398,88,Algae,
i0204a.png,395,141,Acropora,
i0204a.png,412,110,Acropora,
i0204a.png,327,181,Acropora,
i0204a.png,324,200,Acropora,
i0204a.png,428,277,Acropora,
i0204a.png,397,607,Monti,
i0204a.png,467,934,Monti,
i0204a.png,385,824,Monti,
i0204a.png,397,918,Monti,
i0204a.png,545,199,Algae,
i0204a.png,745,122,Algae,
i0204a.png,751,364,Pavona,
i0204a.png,730,933,C-Rubble,
i0204b.png,58,320,Algae,
i0204b.png,76,466,Pavona,
i0204b.png,141,765,Algae,
i0204b.png,76,970,C-Rubble,
i0204b.png,168,106,Pavona,
i0204b.png,179,1060,C-Rubble,
i0204b.png,283,1060,C-Rubble,
i0204b.png,269,946,C-Rubble,
i0204b.png,400,257,Acropora,
i0204b.png,368,341,Acropora,
i0204b.png,327,592,Pavona,
i0204b.png,360,911,Pavona,
i0204b.png,410,1141,BAD,
i0204b.png,588,101,Algae,
i0204b.png,492,297,Acropora,
i0204b.png,514,240,Pavona,
i0204b.png,552,616,Pavona,
i0204b.png,512,693,Pavona,
i0204b.png,627,1055,Pavona,
i0204b.png,804,141,Algae,
i0204c.png,181,206,Algae,
i0204c.png,13,771,Pavona,
i0204c.png,244,218,Algae,
i0204c.png,377,402,Pavona,
i0204c.png,212,924,Pavona,
i0204c.png,475,61,Algae,
i0204c.png,494,100,Algae,
i0204c.png,553,297,Algae,
i0204c.png,503,772,C-Rubble,
i0204c.png,423,911,C-Rubble,
i0204c.png,643,88,Algae,
i0204c.png,777,190,Algae,
i0204c.png,771,226,Acropora,
i0204c.png,684,291,Acropora,
i0204c.png,723,392,Algae,
i0204c.png,610,333,Acropora,
i0204c.png,746,432,Algae,
i0204c.png,891,64,Acropora,
i0204c.png,820,350,Acropora,
i0204c.png,954,551,BAD,
i0204d.png,129,292,Acropora,
i0204d.png,126,902,Pavona,
i0204d.png,121,758,Pavona,
i0204d.png,24,1135,BAD,
i0204d.png,355,395,Pavona,
i0204d.png,219,426,Porites,
i0204d.png,329,679,Porites,
i0204d.png,325,775,C-Rubble,
i0204d.png,212,813,Pavona,
i0204d.png,460,218,Algae,
i0204d.png,384,478,Pavona,
i0204d.png,547,625,C-Rubble,
i0204d.png,536,1119,Algae,
i0204d.png,638,262,Algae,
i0204d.png,649,485,C-Rubble,
i0204d.png,561,804,C-Rubble,
i0204d.png,638,971,Sand,
i0204d.png,927,157,Acropora,
i0204d.png,922,156,Acropora,
i0204d.png,830,38,Acropora,
i0205a.png,21,363,C-Rubble,
i0205a.png,59,244,C-Rubble,
i0205a.png,85,249,C-Rubble,
i0205a.png,76,408,C-Rubble,
i0205a.png,76,629,Sand,
i0205a.png,259,85,C-Rubble,
i0205a.png,182,246,C-Rubble,
i0205a.png,280,295,C-Rubble,
i0205a.png,203,623,Sand,
i0205a.png,466,139,Sand,
i0205a.png,373,365,C-Rubble,
i0205a.png,474,412,C-Rubble,
i0205a.png,368,434,Sand,
i0205a.png,473,813,Sand,
i0205a.png,574,216,Sand,
i0205a.png,569,498,Sand,
i0205a.png,507,700,Sand,
i0205a.png,580,950,Sand,
i0205a.png,750,314,C-Rubble,
i0205a.png,759,867,Sand,
i0205b.png,17,225,Dark,
i0205b.png,10,200,BAD,
i0205b.png,63,362,Sand,
i0205b.png,72,893,Sand,
i0205b.png,301,15,BAD,
i0205b.png,309,505,Sand,
i0205b.png,222,593,Sand,
i0205b.png,230,614,Sand,
i0205b.png,262,794,Sand,
i0205b.png,233,943,Sand,
i0205b.png,389,56,Dark,
i0205b.png,374,238,Dark,
i0205b.png,563,2,BAD,
i0205b.png,548,401,C-Rubble,
i0205b.png,630,253,C-Rubble,
i0205b.png,631,475,Sand,
i0205b.png,617,1078,Sand,
i0205b.png,705,76,Dark,
i0205b.png,772,256,C-Rubble,
i0205b.png,860,1044,Sand,
i0205c.png,168,153,Dark,
i0205c.png,84,251,Dark,
i0205c.png,150,242,Dark,
i0205c.png,187,423,C-Rubble,
i0205c.png,41,292,Dark,
i0205c.png,154,924,Sand,
i0205c.png,200,216,Dark,
i0205c.png,443,112,Pavona,
i0205c.png,547,198,Sand,
i0205c.png,571,432,C-Rubble,
i0205c.png,404,372,C-Rubble,
i0205c.png,687,206,Sand,
i0205c.png,719,59,Sand,
i0205c.png,704,328,Sand,
i0205c.png,773,785,Sand,
i0205c.png,810,217,Sand,
i0205c.png,873,325,Sand,
i0205c.png,827,337,Sand,
i0205c.png,881,412,Sand,
i0205c.png,882,897,Sand,
i0205d.png,104,176,Dark,
i0205d.png,109,422,C-Rubble,
i0205d.png,16,318,Sand,
i0205d.png,202,399,C-Rubble,
i0205d.png,232,232,Pavona,
i0205d.png,394,590,Sand,
i0205d.png,384,1095,Sand,
i0205d.png,256,1089,Sand,
i0205d.png,520,452,Sand,
i0205d.png,520,663,Sand,
i0205d.png,631,922,Sand,
i0205d.png,679,618,Sand,
i0205d.png,795,581,Sand,
i0205d.png,758,666,Sand,
i0205d.png,794,797,Sand,
i0205d.png,676,1104,Sand,
i0205d.png,949,641,Sand,
i0205d.png,989,853,Sand,
i0205d.png,979,1113,BAD,
i0205d.png,941,1008,Sand,
i0206a.png,82,73,Dark,
i0206a.png,20,414,Sand,
i0206a.png,161,302,Pavona,
i0206a.png,145,796,C-Rubble,
i0206a.png,164,934,C-Rubble,
i0206a.png,141,980,C-Rubble,
i0206a.png,185,221,Pavona,
i0206a.png,237,361,Pavona,
i0206a.png,299,907,C-Rubble,
i0206a.png,186,734,C-Rubble,
i0206a.png,473,246,Pavona,
i0206a.png,381,280,Pavona,
i0206a.png,391,408,Pavona,
i0206a.png,483,312,Pavona,
i0206a.png,673,20,Dark,
i0206a.png,724,263,Dark,
i0206a.png,746,492,C-Rubble,
i0206a.png,744,608,C-Rubble,
i0206a.png,678,745,C-Rubble,
i0206a.png,820,988,C-Rubble,
i0206b.png,146,197,Pavona,
i0206b.png,134,358,Acropora,
i0206b.png,16,700,BAD,
i0206b.png,276,3,BAD,
i0206b.png,208,207,Pavona,
i0206b.png,301,541,C-Rubble,
i0206b.png,217,651,C-Rubble,
i0206b.png,238,575,C-Rubble,
i0206b.png,189,899,Sand,
i0206b.png,267,820,Sand,
i0206b.png,299,1136,C-Rubble,
i0206b.png,293,953,Sand,
i0206b.png,233,939,Sand,
i0206b.png,415,547,Acropora,
i0206b.png,639,288,C-Rubble,
i0206b.png,651,1064,C-Rubble,
i0206b.png,742,28,Dark,
i0206b.png,776,710,C-Rubble,
i0206b.png,728,719,C-Rubble,
i0206b.png,825,741,C-Rubble,
i0206c.png,22,477,Pavona,
i0206c.png,122,671,C-Rubble,
i0206c.png,192,1098,C-Rubble,
i0206c.png,281,15,BAD,
i0206c.png,279,642,BAD,
i0206c.png,303,753,C-Rubble,
i0206c.png,308,1021,C-Rubble,
i0206c.png,551,94,Dark,
i0206c.png,543,94,Dark,
i0206c.png,473,866,Sand,
i0206c.png,487,779,C-Rubble,
i0206c.png,667,134,C-Rubble,
i0206c.png,752,429,C-Rubble,
i0206c.png,744,359,C-Rubble,
i0206c.png,653,716,Acropora,
i0206c.png,674,1127,Dark,
i0206c.png,969,277,BAD,
i0206c.png,941,277,C-Rubble,
i0206c.png,951,668,BAD,
i0206c.png,941,1222,Sand,
i0206d.png,18,214,Dark,
i0206d.png,18,736,C-Rubble,
i0206d.png,135,973,Sand,
i0206d.png,413,105,Dark,
i0206d.png,394,429,Acropora,
i0206d.png,244,619,C-Rubble,
i0206d.png,294,729,C-Rubble,
i0206d.png,388,917,Sand,
i0206d.png,470,242,C-Rubble,
i0206d.png,540,447,Acropora,
i0206d.png,533,531,Acropora,
i0206d.png,539,563,Acropora,
i0206d.png,528,706,C-Rubble,
i0206d.png,436,1091,C-Rubble,
i0206d.png,732,910,C-Rubble,
i0206d.png,724,892,C-Rubble,
i0206d.png,827,855,C-Rubble,
i0206d.png,906,180,Sand,
i0206d.png,877,38,C-Rubble,
i0206d.png,867,1162,BAD,
i0207a.png,37,251,C-Rubble,
i0207a.png,58,386,C-Rubble,
i0207a.png,128,493,C-Rubble,
i0207a.png,104,808,Pavona,
i0207a.png,81,873,Pavona,
i0207a.png,298,11,BAD,
i0207a.png,232,713,Porites,
i0207a.png,229,912,Pavona,
i0207a.png,295,966,Pavona,
i0207a.png,469,377,C-Rubble,
i0207a.png,412,239,C-Rubble,
i0207a.png,330,477,C-Rubble,
i0207a.png,462,1020,Pavona,
i0207a.png,572,725,Pavona,
i0207a.png,528,782,Pavona,
i0207a.png,591,1089,Pavona,
i0207a.png,776,27,Pavona,
i0207a.png,719,564,Dark,
i0207a.png,740,745,Algae,
i0207a.png,703,717,Algae,
i0207b.png,26,172,C-Rubble,
i0207b.png,121,1088,Pavona,
i0207b.png,70,1146,Dark,
i0207b.png,225,191,C-Rubble,
i0207b.png,208,92,C-Rubble,
i0207b.png,190,295,C-Rubble,
i0207b.png,290,705,Pavona,
i0207b.png,234,1042,Pavona,
i0207b.png,360,60,C-Rubble,
i0207b.png,340,207,C-Rubble,
i0207b.png,315,349,C-Rubble,
i0207b.png,336,502,Porites,
i0207b.png,394,607,Porites,
i0207b.png,432,743,Pavona,
i0207b.png,427,1047,Pavona,
i0207b.png,563,936,Pavona,
i0207b.png,703,164,C-Rubble,
i0207b.png,652,601,Dark,
i0207b.png,727,654,Dark,
i0207b.png,688,535,Dark,
i0207c.png,11,538,Dark,
i0207c.png,117,868,Acropora,
i0207c.png,23,956,Pavona,
i0207c.png,357,146,C-Rubble,
i0207c.png,345,100,C-Rubble,
i0207c.png,325,731,Algae,
i0207c.png,550,319,Pavona,
i0207c.png,425,543,Dark,
i0207c.png,469,728,Algae,
i0207c.png,427,1052,Dark,
i0207c.png,775,79,C-Rubble,
i0207c.png,760,547,Algae,
i0207c.png,740,562,Algae,
i0207c.png,646,722,Algae,
i0207c.png,743,981,Algae,
i0207c.png,666,1010,Algae,
i0207c.png,797,105,Pavona,
i0207c.png,894,316,Pavona,
i0207c.png,910,632,Pavona,
i0207c.png,804,538,Pavona,
i0207d.png,52,251,C-Rubble,
i0207d.png,165,547,Pavona,
i0207d.png,72,579,Acropora,
i0207d.png,169,869,Pavona,
i0207d.png,35,989,Pavona,
i0207d.png,291,334,Pavona,
i0207d.png,337,496,Pavona,
i0207d.png,272,1061,Pavona,
i0207d.png,506,555,Algae,
i0207d.png,562,870,Algae,
i0207d.png,408,1102,C-Rubble,
i0207d.png,750,284,Algae,
i0207d.png,619,634,Algae,
i0207d.png,930,363,Pavona,
i0207d.png,809,453,Pavona,
i0207d.png,818,457,Pavona,
i0207d.png,824,582,Dark,
i0207d.png,829,866,Algae,
i0207d.png,903,1129,C-Rubble,
i0207d.png,908,943,C-Rubble,
i0208a.png,18,1036,Pavona,
i0208a.png,286,95,Algae,
i0208a.png,200,67,Acropora,
i0208a.png,262,429,Astreo,
i0208a.png,344,125,Acropora,
i0208a.png,400,181,Acropora,
i0208a.png,349,264,Acropora,
i0208a.png,414,404,Astreo,
i0208a.png,380,342,Astreo,
i0208a.png,388,565,C-Rubble,
i0208a.png,399,755,Lepta,
i0208a.png,356,834,Lepta,
i0208a.png,569,90,Dark,
i0208a.png,676,140,Dark,
i0208a.png,735,591,Lepta,
i0208a.png,649,540,Lepta,
i0208a.png,683,437,Lepta,
i0208a.png,694,520,Lepta,
i0208a.png,728,555,Lepta,
i0208a.png,766,857,C-Rubble,
i0208b.png,62,193,Lepta,
i0208b.png,56,331,Lepta,
i0208b.png,106,355,Lepta,
i0208b.png,2,924,C-Rubble,
i0208b.png,53,1170,BAD,
i0208b.png,17,980,Pavona,
i0208b.png,122,1087,Pavona,
i0208b.png,312,167,Lepta,
i0208b.png,277,763,C-Rubble,
i0208b.png,183,1107,Pavona,
i0208b.png,412,286,Lepta,
i0208b.png,493,558,C-Rubble,
i0208b.png,506,713,C-Rubble,
i0208b.png,548,237,Lepta,
i0208b.png,627,37,Lepta,
i0208b.png,673,343,Lepta,
i0208b.png,588,690,C-Rubble,
i0208b.png,852,606,C-Rubble,
i0208b.png,784,1069,C-Rubble,
i0208b.png,822,986,C-Rubble,
i0208c.png,71,342,Lepta,
i0208c.png,62,392,Lepta,
i0208c.png,19,596,Lepta,
i0208c.png,21,444,Lepta,
i0208c.png,176,813,C-Rubble,
i0208c.png,141,994,C-Rubble,
i0208c.png,301,42,Acropora,
i0208c.png,282,751,C-Rubble,
i0208c.png,274,960,C-Rubble,
i0208c.png,391,282,Rock,
i0208c.png,573,307,Acropora,
i0208c.png,445,987,C-Rubble,
i0208c.png,661,390,Astreo,
i0208c.png,623,419,Astreo,
i0208c.png,724,755,Algae,
i0208c.png,732,844,Algae,
i0208c.png,637,984,C-Rubble,
i0208c.png,850,550,Algae,
i0208c.png,898,447,Acropora,
i0208c.png,790,980,Acropora,
i0208d.png,179,294,Lepta,
i0208d.png,141,243,Lepta,
i0208d.png,106,762,C-Rubble,
i0208d.png,149,726,C-Rubble,
i0208d.png,167,797,C-Rubble,
i0208d.png,289,133,Lepta,
i0208d.png,276,137,Lepta,
i0208d.png,543,152,Rock,
i0208d.png,502,120,Acropora,
i0208d.png,498,109,Acropora,
i0208d.png,478,518,Rock,
i0208d.png,746,180,Algae,
i0208d.png,638,166,Algae,
i0208d.png,669,674,Algae,
i0208d.png,744,778,Acropora,
i0208d.png,650,869,C-Rubble,
i0208d.png,627,1012,C-Rubble,
i0208d.png,977,894,BAD,
i0208d.png,970,867,Dark,
i0208d.png,826,987,Pavona,
i0209a.png,100,56,Sand,
i0209a.png,28,273,Sand,
i0209a.png,23,770,C-Rubble,
i0209a.png,284,141,C-Rubble,
i0209a.png,285,127,C-Rubble,
i0209a.png,174,389,Acropora,
i0209a.png,218,454,Acropora,
i0209a.png,256,707,C-Rubble,
i0209a.png,198,829,C-Rubble,
i0209a.png,439,597,C-Rubble,
i0209a.png,328,570,C-Rubble,
i0209a.png,392,914,C-Rubble,
i0209a.png,559,120,Rock,
i0209a.png,582,258,C-Rubble,
i0209a.png,470,812,C-Rubble,
i0209a.png,454,713,Pavona,
i0209a.png,670,18,Rock,
i0209a.png,653,359,C-Rubble,
i0209a.png,644,505,Pavona,
i0209a.png,726,861,Pavona,
i0209b.png,83,160,Sand,
i0209b.png,153,118,C-Rubble,
i0209b.png,48,433,C-Rubble,
i0209b.png,98,779,C-Rubble,
i0209b.png,57,915,C-Rubble,
i0209b.png,162,145,C-Rubble,
i0209b.png,221,470,Acropora,
i0209b.png,273,701,Pavona,
i0209b.png,214,737,Pavona,
i0209b.png,451,413,Pavona,
i0209b.png,409,849,Algae,
i0209b.png,352,1118,Algae,
i0209b.png,486,597,Pavona,
i0209b.png,633,892,Algae,
i0209b.png,549,771,C-Rubble,
i0209b.png,548,929,Algae,
i0209b.png,593,1044,Algae,
i0209b.png,664,187,C-Rubble,
i0209b.png,678,445,Pavona,
i0209b.png,711,631,Pavona,
i0209c.png,7,140,C-Rubble,
i0209c.png,135,38,C-Rubble,
i0209c.png,137,236,C-Rubble,
i0209c.png,21,374,C-Rubble,
i0209c.png,43,239,C-Rubble,
i0209c.png,89,913,Algae,
i0209c.png,312,76,Rock,
i0209c.png,267,304,C-Rubble,
i0209c.png,276,557,Pavona,
i0209c.png,336,967,Algae,
i0209c.png,226,1030,Algae,
i0209c.png,476,219,C-Rubble,
i0209c.png,474,64,Sand,
i0209c.png,532,615,Acropora,
i0209c.png,551,451,Sand,
i0209c.png,718,614,Acropora,
i0209c.png,910,188,Sand,
i0209c.png,774,327,Sand,
i0209c.png,804,611,Pavona,
i0209c.png,872,1087,Algae,
i0209d.png,7,306,BAD,
i0209d.png,157,873,C-Rubble,
i0209d.png,74,929,Algae,
i0209d.png,111,1016,Algae,
i0209d.png,210,87,C-Rubble,
i0209d.png,244,532,Pavona,
i0209d.png,327,1092,Algae,
i0209d.png,336,1145,Algae,
i0209d.png,550,543,Algae,
i0209d.png,516,596,Algae,
i0209d.png,548,769,Algae,
i0209d.png,494,1137,Acropora,
i0209d.png,636,539,Acropora,
i0209d.png,711,486,Algae,
i0209d.png,589,839,Acropora,
i0209d.png,609,762,Algae,
i0209d.png,695,726,Algae,
i0209d.png,698,784,Algae,
i0209d.png,844,303,Sand,
i0209d.png,821,1148,Acropora,
i0210a.png,71,58,Acropora,
i0210a.png,64,649,Pavona,
i0210a.png,10,841,Sand,
i0210a.png,65,1093,Sand,
i0210a.png,267,321,Pavona,
i0210a.png,185,653,Pavona,
i0210a.png,257,1066,Sand,
i0210a.png,211,933,Sand,
i0210a.png,426,599,Sand,
i0210a.png,446,516,Sand,
i0210a.png,520,120,Sand,
i0210a.png,539,319,Sand,
i0210a.png,658,632,Monti,
i0210a.png,553,815,Monti,
i0210a.png,517,770,Monti,
i0210a.png,583,833,Monti,
i0210a.png,615,1050,Monti,
i0210a.png,815,375,Dark,
i0210a.png,753,800,Sand,
i0210a.png,762,1042,Monti,
i0210b.png,98,12,BAD,
i0210b.png,156,2,BAD,
i0210b.png,47,339,Pavona,
i0210b.png,101,446,Pavona,
i0210b.png,93,694,Sand,
i0210b.png,1,792,BAD,
i0210b.png,4,843,BAD,
i0210b.png,275,176,Pavona,
i0210b.png,247,180,Pavona,
i0210b.png,204,645,Sand,
i0210b.png,378,414,Sand,
i0210b.png,382,557,Sand,
i0210b.png,499,950,Sand,
i0210b.png,531,397,Dark,
i0210b.png,571,673,Monti,
i0210b.png,827,157,Dark,
i0210b.png,796,441,Algae,
i0210b.png,787,552,Monti,
i0210b.png,838,699,Monti,
i0210b.png,721,1096,Dark,
i0210c.png,28,221,Sand,
i0210c.png,44,425,Sand,
i0210c.png,160,635,Monti,
i0210c.png,58,679,Porites,
i0210c.png,266,282,C-Rubble,
i0210c.png,339,920,Monti,
i0210c.png,381,905,Monti,
i0210c.png,440,74,Dark,
i0210c.png,429,222,Pavona,
i0210c.png,421,568,Sand,
i0210c.png,569,821,Sand,
i0210c.png,449,839,Sand,
i0210c.png,422,845,Sand,
i0210c.png,446,768,Sand,
i0210c.png,728,730,Sand,
i0210c.png,668,865,Sand,
i0210c.png,762,911,C-Rubble,
i0210c.png,836,80,Dark,
i0210c.png,992,655,Sand,
i0210c.png,980,994,Sand,
i0210d.png,98,188,Pavona,
i0210d.png,113,978,C-Rubble,
i0210d.png,24,1026,C-Rubble,
i0210d.png,140,1013,C-Rubble,
i0210d.png,200,105,Sand,
i0210d.png,224,292,Pavona,
i0210d.png,580,180,C-Rubble,
i0210d.png,529,160,C-Rubble,
i0210d.png,484,244,Sand,
i0210d.png,420,1104,Rock,
i0210d.png,673,509,Sand,
i0210d.png,636,838,Sand,
i0210d.png,983,390,BAD,
i0210d.png,935,451,C-Rubble,
i0210d.png,954,250,C-Rubble,
i0210d.png,944,453,C-Rubble,
i0210d.png,863,548,C-Rubble,
i0210d.png,795,750,Sand,
i0210d.png,899,751,C-Rubble,
i0210d.png,849,1125,Sand,
i0211a.png,9,376,Pavona,
i0211a.png,93,431,C-Rubble,
i0211a.png,51,441,C-Rubble,
i0211a.png,75,381,C-Rubble,
i0211a.png,48,627,Monti,
i0211a.png,95,893,C-Rubble,
i0211a.png,303,448,C-Rubble,
i0211a.png,311,404,C-Rubble,
i0211a.png,326,290,C-Rubble,
